pitch,starts,ends,steps,duration
43,1.0322916666666666,1.1114583333333332,0.0,0.07916666666666661
31,1.040625,1.10625,0.008333333333333304,0.06562500000000004
44,1.1427083333333332,1.2166666666666666,0.11041666666666661,0.07395833333333335
32,1.1447916666666667,1.2177083333333334,0.11250000000000004,0.07291666666666674
46,1.2083333333333333,1.303125,0.17604166666666665,0.09479166666666683
34,1.2166666666666666,1.2875,0.18437499999999996,0.07083333333333353
48,1.3291666666666666,1.9552083333333332,0.296875,0.6260416666666666
36,1.3322916666666667,1.9864583333333332,0.30000000000000004,0.6541666666666666
53,2.997916666666667,4.764583333333333,1.9656250000000002,1.7666666666666666
62,2.9989583333333334,4.922916666666667,1.9666666666666668,1.9239583333333332
56,3.0104166666666665,4.779166666666667,1.978125,1.7687500000000003
48,3.027083333333333,4.95625,1.9947916666666665,1.9291666666666667
54,5.402083333333334,5.595833333333333,4.369791666666667,0.19374999999999964
63,5.404166666666667,5.670833333333333,4.371875,0.2666666666666666
59,5.415625,5.477083333333333,4.383333333333334,0.061458333333332504
44,5.423958333333333,5.647916666666666,4.391666666666667,0.22395833333333304
60,5.679166666666666,6.185416666666667,4.646875,0.5062500000000005
39,5.698958333333334,6.025,4.666666666666667,0.3260416666666668
48,5.698958333333334,6.19375,4.666666666666667,0.4947916666666661
67,5.698958333333334,6.21875,4.666666666666667,0.5197916666666664
55,5.701041666666667,6.05,4.66875,0.34895833333333304
79,7.294791666666667,7.488541666666666,6.2625,0.19374999999999964
60,7.303125,7.563541666666667,6.270833333333333,0.26041666666666696
67,7.308333333333334,7.532291666666667,6.276041666666667,0.22395833333333304
72,7.311458333333333,7.404166666666667,6.279166666666667,0.09270833333333339
27,9.530208333333333,9.605208333333334,8.497916666666665,0.07500000000000107
39,9.566666666666666,9.615625,8.534375,0.048958333333333215
29,9.635416666666666,9.691666666666666,8.603124999999999,0.056250000000000355
41,9.65625,9.7125,8.623958333333334,0.056250000000000355
31,9.694791666666667,9.809375,8.662500000000001,0.11458333333333215
43,9.732291666666667,9.858333333333333,8.7,0.12604166666666572
32,9.815625,9.898958333333333,8.783333333333335,0.08333333333333215
44,9.817708333333334,9.919791666666667,8.785416666666666,0.10208333333333286
34,9.905208333333333,10.020833333333334,8.872916666666665,0.11562500000000142
46,9.910416666666666,9.982291666666667,8.878125,0.07187500000000036
36,10.041666666666666,10.677083333333334,9.009374999999999,0.6354166666666679
48,10.0625,10.703125,9.030208333333334,0.640625
62,11.589583333333334,13.616666666666667,10.557291666666668,2.0270833333333336
48,11.604166666666666,13.722916666666666,10.571874999999999,2.1187500000000004
53,11.609375,13.54375,10.577083333333334,1.9343749999999993
56,11.610416666666666,13.483333333333333,10.578125,1.8729166666666668
54,14.157291666666666,14.403125,13.125,0.24583333333333357
63,14.163541666666667,14.460416666666667,13.131250000000001,0.296875
59,14.179166666666667,14.244791666666666,13.146875000000001,0.06562499999999893
44,14.18125,14.403125,13.148958333333333,0.22187499999999893
60,14.483333333333333,14.932291666666666,13.451041666666665,0.44895833333333357
39,14.486458333333333,14.792708333333334,13.454166666666666,0.30625000000000036
48,14.488541666666666,14.929166666666667,13.45625,0.4406250000000007
67,14.489583333333334,14.955208333333333,13.457291666666666,0.4656249999999993
55,14.509375,14.784374999999999,13.477083333333333,0.2749999999999986
67,16.03125,16.391666666666666,14.998958333333334,0.3604166666666657
79,16.0375,16.222916666666666,15.005208333333336,0.185416666666665
72,16.046875,16.19375,15.014583333333334,0.14687500000000142
60,16.077083333333334,16.323958333333334,15.044791666666669,0.2468749999999993
24,17.895833333333332,18.052083333333332,16.863541666666666,0.15625
36,17.95,18.0625,16.917708333333334,0.11250000000000071
26,18.039583333333333,18.105208333333334,17.007291666666667,0.06562500000000071
38,18.0625,18.157291666666666,17.030208333333334,0.09479166666666572
27,18.11145833333333,18.175,17.079166666666666,0.06354166666666927
39,18.148958333333333,18.208333333333332,17.116666666666667,0.05937499999999929
29,18.179166666666667,18.223958333333332,17.146875,0.04479166666666501
31,18.242708333333333,18.333333333333332,17.210416666666667,0.09062499999999929
41,18.246875,18.31875,17.214583333333334,0.07187500000000213
43,18.310416666666665,18.395833333333332,17.278125,0.08541666666666714
32,18.320833333333333,18.438541666666666,17.288541666666667,0.11770833333333286
44,18.360416666666666,18.441666666666666,17.328125,0.08125000000000071
34,18.41875,18.484375,17.386458333333334,0.06562500000000071
46,18.425,18.484375,17.392708333333335,0.05937499999999929
36,18.508333333333333,18.61875,17.476041666666667,0.11041666666666572
48,18.514583333333334,18.604166666666668,17.48229166666667,0.08958333333333357
37,18.597916666666666,19.125,17.565625,0.5270833333333336
49,18.6,19.138541666666665,17.567708333333336,0.5385416666666636
64,19.797916666666666,20.990625,18.765625,1.1927083333333357
54,19.801041666666666,21.172916666666666,18.76875,1.3718749999999993
49,19.804166666666667,21.092708333333334,18.771875,1.2885416666666671
58,19.807291666666668,20.8,18.775000000000002,0.9927083333333329
46,21.501041666666666,21.592708333333334,20.46875,0.09166666666666856
55,21.50208333333333,21.638541666666665,20.469791666666666,0.13645833333333357
65,21.507291666666667,21.825,20.475,0.31770833333333215
61,21.508333333333333,21.594791666666666,20.476041666666667,0.08645833333333286
49,21.795833333333334,22.113541666666666,20.76354166666667,0.31770833333333215
68,21.797916666666666,22.219791666666666,20.765625,0.421875
56,21.79895833333333,22.110416666666666,20.766666666666666,0.3114583333333343
41,21.801041666666666,22.077083333333334,20.76875,0.27604166666666785
61,21.80625,22.2875,20.773958333333333,0.48125000000000284
41,22.972916666666666,24.695833333333333,21.940625,1.7229166666666664
47,23.0,24.688541666666666,21.967708333333334,1.6885416666666657
50,23.05625,24.717708333333334,22.023958333333333,1.6614583333333357
56,23.133333333333333,24.50208333333333,22.101041666666667,1.3687499999999986
59,23.136458333333334,24.382291666666667,22.104166666666668,1.2458333333333336
62,23.1375,24.594791666666666,22.105208333333334,1.4572916666666664
71,23.1375,24.647916666666667,22.105208333333334,1.5104166666666679
68,23.144791666666666,24.688541666666666,22.1125,1.5437499999999993
41,25.085416666666667,25.20625,24.053125,0.12083333333333357
57,25.085416666666667,25.735416666666666,24.053125,0.6499999999999986
48,25.090625,25.232291666666665,24.058333333333334,0.14166666666666572
72,25.090625,25.240625,24.058333333333334,0.15000000000000213
51,25.091666666666665,25.246875,24.059375,0.15520833333333428
63,25.09375,25.209375,24.061458333333334,0.11562500000000142
60,25.094791666666666,25.228125,24.0625,0.13333333333333286
69,25.096875,25.241666666666667,24.064583333333335,0.14479166666666643
56,25.682291666666668,28.560416666666665,24.650000000000002,2.878124999999997
60,25.6875,28.090625,24.655208333333334,2.4031249999999993
72,25.6875,28.15625,24.655208333333334,2.46875
75,25.688541666666666,27.940625,24.65625,2.252083333333335
66,25.690625,27.912499999999998,24.658333333333335,2.221874999999997
58,28.084374999999998,28.541666666666668,27.052083333333332,0.45729166666667
59,28.453125,28.980208333333334,27.420833333333334,0.5270833333333336
55,28.959374999999998,29.557291666666668,27.927083333333332,0.59791666666667
60,28.967708333333334,29.41875,27.93541666666667,0.451041666666665
51,28.974999999999998,29.553124999999998,27.942708333333332,0.578125
